source,target,value
1401.2753,1109.5647,0.5
1401.2753,1211.2717,0.5
1401.2753,1310.5715,0.5
1401.2753,1403.4699,0.5
1401.2753,1305.1922,0.5
1603.0616,1410.0723,0.5
1603.0616,1407.271,0.5
1603.0616,1412.6058,0.5
1603.0616,1312.1666,0.5
1603.0616,1504.04407,0.5
1603.0616,1507.02,0.5
1603.0616,1309.2388,0.5
1603.0616,1409.2848,0.5
1603.0616,1507.08788,0.5
1306.5918,1208.3922,0.5
1306.5918,1310.6957,0.5
1212.0873,1309.5885,0.5
1212.0873,1107.2848,0.5
1212.0873,1310.2059,0.5
1212.0873,1310.3438,0.5
1212.0873,1304.553,0.5
1506.06579,1308.4214,0.5
1506.06579,1207.058,0.5
1506.06579,1408.5093,0.5
1506.06579,1312.6034,0.5
1506.06579,1311.2901,0.5
1302.4389,1207.058,0.5
1612.02136,1605.09782,0.5
1612.02136,1602.02644,0.5
1612.02136,1606.00704,0.5
1612.02136,1512.093,0.5
1612.02136,1609.04802,0.5
1612.02136,1604.04382,0.5
1612.02136,1511.0544,0.5
1612.02136,1611.02163,0.5
1612.02136,1411.1784,0.5
1612.02136,1612.00005,0.5
1612.02136,1511.06434,0.5
1612.02136,1605.05396,0.5
1612.02136,1611.06624,0.5
1612.02136,1606.03498,0.5
1612.02136,1610.0449,0.5
1612.02136,1609.03126,0.5
1412.7755,1312.6082,0.5
1412.7755,1406.2227,0.5
1412.7755,1406.6247,0.5
1412.7755,1411.4555,0.5
1609.08661,1412.4446,0.5
1609.08661,1411.1784,0.5
1609.08661,1511.05101,0.5
1609.08661,1605.09782,0.5
1609.08661,1606.00704,0.5
1609.08661,1605.06065,0.5
1609.08661,1609.03126,0.5
1603.05027,1207.058,0.5
1603.05027,1412.6071,0.5
1603.05027,1412.6806,0.5
1603.05027,1602.07261,0.5
1412.6806,1102.0183,0.5
1412.6806,1412.6071,0.5
1412.6806,1408.5093,0.5
1412.6806,1409.1556,0.5
1412.6806,1312.6116,0.5
1412.6806,1409.4842,0.5
1603.08155,1312.6034,0.5
1603.08155,1506.06579,0.5
1603.08155,1508.06576,0.5
1603.08155,1306.2795,0.5
1603.08155,1505.04366,0.5
1603.08155,1312.6199,0.5
1603.08155,1506.02753,0.5
1603.08155,1511.06434,0.5
1603.08155,1512.03385,0.5
1603.08155,1409.1556,0.5
1603.08155,1412.698,0.5
1603.08155,1410.0759,0.5
1312.6082,1310.1811,0.5
1312.6082,1311.2524,0.5
1312.6082,1207.058,0.5
1312.6082,1311.2901,0.5
1410.1165,1310.1531,0.5
1410.1165,1308.4214,0.5
1410.1165,1207.058,0.5
1410.1165,1312.5479,0.5
1410.1165,1312.6098,0.5
1410.1165,1312.6098,0.5
1506.02351,1506.03011,0.5
1506.02351,1412.6071,0.5
1506.02351,1207.058,0.5
1506.02351,1502.03167,0.5
1506.02351,1409.5185,0.5
1506.02351,1312.5663,0.5
1506.02351,1409.2752,0.5
1506.02351,1412.6597,0.5
1506.02351,1507.02672,0.5
1506.02351,1504.08215,0.5
1506.02351,1409.1556,0.5
1506.02351,1412.6806,0.5
1506.02351,1507.06228,0.5
1605.07648,1412.6071,0.5
1605.07648,1207.058,0.5
1605.07648,1608.06993,0.5
1605.07648,1602.0736,0.5
1605.07648,1408.5093,0.5
1605.07648,1504.00941,0.5
1605.07648,1511.05635,0.5
1605.07648,1603.08029,0.5
1602.07261,1512.03385,0.5
1602.07261,1312.44,0.5
1602.07261,1409.1556,0.5
1602.07261,1512.00567,0.5
1612.00005,1610.09296,0.5
1612.00005,1609.07093,0.5
1612.00005,1603.08155,0.5
1612.00005,1412.698,0.5
1612.00005,1609.04802,0.5
1612.00005,1604.07379,0.5
1612.00005,1312.6034,0.5
1612.00005,1411.4555,0.5
1612.00005,1507.02379,0.5
1612.00005,1507.02379,0.5
1612.00005,1609.09408,0.5
1612.00005,1607.07539,0.5
1612.00005,1610.02055,0.5
1512.03385,1302.4389,0.5
1512.03385,1207.058,0.5
1512.03385,1408.5093,0.5
1512.03385,1409.5185,0.5
1512.03385,1312.44,0.5
1512.03385,1504.06066,0.5
1512.03385,1409.0575,0.5
1512.03385,1312.612,0.5
1512.03385,1505.00387,0.5
1610.0449,1602.02644,0.5
1610.0449,1608.06993,0.5
1610.0449,1609.04802,0.5
1610.0449,1610.03483,0.5
1610.0449,1606.00709,0.5
1610.0449,1605.02688,0.5
1507.02672,1407.7906,0.5
1507.02672,1412.6572,0.5
1507.02672,1412.698,0.5
1507.02672,1507.00677,0.5
1507.02672,1511.0643,0.5
1507.02672,1412.721,0.5
1507.02672,1504.08215,0.5
1507.02672,1412.6806,0.5
1507.02672,1411.7783,0.5
1507.02672,1506.02351,0.5
1610.03483,1701.07875,0.5
1610.03483,1506.02169,0.5
1610.03483,1609.08661,0.5
1610.03483,1505.03906,0.5
1610.03483,1607.06903,0.5
1610.03483,1407.4981,0.5
1610.03483,1511.05101,0.5
1610.03483,1612.05048,0.5
1610.03483,1610.06545,0.5
1610.03483,1701.04722,0.5
1610.03483,1606.00709,0.5
1610.03483,1612.0278,0.5
1610.03483,1511.06434,0.5
1610.03483,1606.03498,0.5
1610.03483,1610.0449,0.5
1610.03483,901.2698,0.5
1610.03483,1611.04488,0.5
1610.03483,1511.01844,0.5
1610.03483,1610.0292,0.5
1610.03483,1611.04273,0.5
1610.03483,1609.03126,0.5
1606.03498,1506.05751,0.5
1606.03498,1511.06434,0.5
1606.03498,1412.6515,0.5
1606.03498,1602.0511,0.5
1606.03498,1603.07442,0.5
1606.03498,1505.03906,0.5
1606.03498,1502.03167,0.5
1606.03498,1511.0644,0.5
1606.03498,1511.0639,0.5
1606.03498,1512.00567,0.5
1606.03498,1602.07868,0.5
1606.03498,1507.00677,0.5
1606.03498,1602.05473,0.5
1606.03498,1312.6199,0.5
1608.06993,1607.01097,0.5
1608.06993,1511.06421,0.5
1608.06993,1605.07648,0.5
1608.06993,1604.0364,0.5
1608.06993,1412.6806,0.5
1608.06993,1603.08029,0.5
1608.06993,1605.07716,0.5
1608.06993,1605.07146,0.5
1611.07004,1602.02644,0.5
1611.07004,1505.07376,0.5
1611.07004,1512.093,0.5
1611.07004,1411.1784,0.5
1611.07004,1511.06434,0.5
1611.07004,1605.05396,0.5
1611.07004,1606.03498,0.5
1611.07004,1607.08022,0.5
1611.07004,1609.03126,0.5
1701.06264,1611.06624,0.5
1701.06264,1611.09904,0.5
1701.06264,1609.05473,0.5
1701.06264,1511.06434,0.5
1701.06264,1602.0511,0.5
1701.06264,1609.03126,0.5
1701.06264,1606.00709,0.5
1701.06264,1701.07875,0.5
1701.06264,1508.06576,0.5
1701.06264,1502.04623,0.5
1701.06264,1312.6114,0.5
1701.06264,1511.0639,0.5
1701.06264,1606.00704,0.5
1701.06264,1703.00573,0.5
1701.06264,1606.01583,0.5
1701.06264,1412.698,0.5
1701.06264,1411.1784,0.5
1701.06264,1506.02351,0.5
1701.06264,1507.00677,0.5
1701.06264,1602.05473,0.5
1609.04802,1605.02688,0.5
1609.04802,1608.05148,0.5
1609.04802,1607.0768,0.5
1609.04802,1607.07539,0.5
1604.0364,1312.1847,0.5
1604.0364,1308.085,0.5
1604.0364,1512.03385,0.5
1604.0364,1603.05027,0.5
1604.0364,1502.03167,0.5
1604.0364,1510.01378,0.5
1604.0364,1510.05067,0.5
1604.0364,1603.00988,0.5
1604.0364,1312.6026,0.5
1604.0364,1306.2795,0.5
1604.0364,1505.00387,0.5
1511.01844,1306.1091,0.5
1511.01844,1505.039,0.5
1511.01844,1505.07376,0.5
1511.07289,1301.3584,0.5
1511.07289,1111.4259,0.5
1410.0759,1408.5093,0.5
1410.0759,1408.2873,0.5
1410.0759,1312.5851,0.5
1410.0759,1312.6229,0.5
1410.0759,1409.4842,0.5
1609.03552,1602.02644,0.5
1609.03552,1603.08155,0.5
1609.03552,1506.03365,0.5
1701.04722,1611.02731,0.5
1701.04722,1410.8516,0.5
1701.04722,1605.08803,0.5
1701.04722,1605.09782,0.5
1701.04722,1606.00704,0.5
1701.04722,1512.03385,0.5
1701.04722,1612.05048,0.5
1701.04722,1312.6114,0.5
1701.04722,1606.04934,0.5
1701.04722,1512.093,0.5
1701.04722,1612.00081,0.5
1701.04722,1602.05473,0.5
1701.04722,1511.05644,0.5
1701.04722,1612.00005,0.5
1701.04722,1606.00709,0.5
1701.04722,1612.0278,0.5
1701.04722,1511.06434,0.5
1701.04722,1505.0577,0.5
1701.04722,1401.4082,0.5
1701.04722,1611.0963,0.5
1701.04722,1511.06499,0.5
1701.04722,1601.06759,0.5
1701.04722,1611.04273,0.5
1502.04623,1412.7755,0.5
1502.04623,1312.6082,0.5
1502.04623,1308.085,0.5
1502.04623,1410.5401,0.5
1502.04623,1412.698,0.5
1502.04623,1405.5488,0.5
1502.04623,1410.646,0.5
1502.04623,1412.7054,0.5
1502.04623,1312.611,0.5
1503.03585,1306.1091,0.5
1503.03585,1207.4404,0.5
1503.03585,1412.8566,0.5
1503.03585,1410.8516,0.5
1503.03585,1310.8499,0.5
1503.03585,1010.3467,0.5
1503.03585,1410.063,0.5
1503.03585,1410.8516,0.5
1503.03585,1201.6381,0.5
1503.03585,1511.01844,0.5
1503.03585,1310.1757,0.5
1505.00853,1502.01852,0.5
1505.00853,1502.03167,0.5
1505.00853,1312.44,0.5
1505.00853,1412.1265,0.5
1505.00853,1409.4842,0.5
1505.00853,1501.04587,0.5
1412.7054,1502.03044,0.5
1606.00709,1511.07289,0.5
1606.00709,1308.085,0.5
1606.00709,1511.05101,0.5
1606.00709,1412.698,0.5
1606.00709,1402.003,0.5
1606.00709,1511.05644,0.5
1606.00709,1511.06434,0.5
1606.00709,1511.01844,0.5
1606.00709,1506.03365,0.5
1603.08029,1512.03385,0.5
1603.08029,1502.03167,0.5
1603.08029,1507.01526,0.5
1603.08029,1412.698,0.5
1603.08029,1412.7753,0.5
1603.08029,1312.612,0.5
1502.07943,1208.0129,0.5
1502.07943,1204.5721,0.5
1502.07943,1407.4443,0.5
1502.07943,1502.00068,0.5
1502.07943,1406.3896,0.5
1506.02753,1503.02531,0.5
1506.02753,1408.5093,0.5
1506.03365,1502.01852,0.5
1506.03365,1502.03167,0.5
1506.03365,1412.1897,0.5
1506.03365,1409.1556,0.5
1506.03365,1409.4842,0.5
1506.03365,1312.6199,0.5
1506.03365,1501.02876,0.5
1511.06409,1511.04581,0.5
1511.06409,1502.03167,0.5
1511.06409,1412.698,0.5
1511.06409,1511.06434,0.5
1511.06409,1511.08861,0.5
1509.0124,1502.07943,0.5
1509.0124,1506.08473,0.5
1509.0124,1408.3595,0.5
1509.0124,1504.058,0.5
1509.0124,1109.5647,0.5
1509.0124,1405.0042,0.5
1509.0124,1409.2329,0.5
1611.02163,1503.05571,0.5
1611.02163,1606.04474,0.5
1611.02163,1511.0635,0.5
1611.02163,1506.03877,0.5
1611.02163,1509.00519,0.5
1611.02163,1603.01768,0.5
1611.02163,1612.02136,0.5
1611.02163,1606.03657,0.5
1611.02163,1410.8516,0.5
1611.02163,1605.08803,0.5
1611.02163,1606.00704,0.5
1611.02163,1603.08155,0.5
1611.02163,1412.698,0.5
1611.02163,1503.03167,0.5
1611.02163,1605.09304,0.5
1611.02163,1606.00709,0.5
1611.02163,1610.09585,0.5
1611.02163,1612.0278,0.5
1611.02163,1511.06434,0.5
1611.02163,1606.03498,0.5
1611.02163,1312.6034,0.5
1611.02163,1601.06759,0.5
1611.02163,1606.05328,0.5
1611.02163,1506.06579,0.5
1611.02163,1609.03126,0.5
1611.04076,1612.00005,0.5
1611.04076,1609.04802,0.5
1611.04076,1701.07875,0.5
1611.04076,1611.02163,0.5
1611.04076,1701.06264,0.5
1611.04076,1611.07004,0.5
1611.04076,1411.1784,0.5
1611.04076,1612.02136,0.5
1611.04076,1606.00709,0.5
1611.04076,1609.03126,0.5
1611.04076,1610.03483,0.5
1611.04076,1506.03365,0.5
1611.04076,1412.698,0.5
1503.06383,1206.4683,0.5
1511.05644,1509.00519,0.5
1511.05644,1511.01844,0.5
1511.05644,1602.05473,0.5
1511.05644,1511.0639,0.5
1511.05644,1502.03167,0.5
1607.07539,1506.02753,0.5
1607.07539,1508.06576,0.5
1607.07539,1511.06434,0.5
1607.07539,1312.6034,0.5
1505.04366,1503.0164,0.5
1505.04366,1502.03167,0.5
1505.04366,1408.5093,0.5
1505.04366,1412.0774,0.5
1505.04366,1502.02734,0.5
1505.04366,1409.4842,0.5
1506.02169,1601.07913,0.5
1506.02169,1012.2599,0.5
1506.02169,1306.0407,0.5
1506.02169,1101.2259,0.5
1602.02644,1508.06576,0.5
1602.02644,1408.5093,0.5
1602.02644,1512.093,0.5
1602.02644,1511.0544,0.5
1602.02644,1411.1784,0.5
1602.02644,1511.06434,0.5
1602.02644,1511.06409,0.5
1706.00051,1610.0449,0.5
1706.00051,1609.04802,0.5
1706.00051,1511.06434,0.5
1706.00051,1503.06383,0.5
1706.00051,1611.04076,0.5
1706.00051,1609.03552,0.5
1706.00051,1603.08155,0.5
1706.00051,1603.05027,0.5
1706.00051,1511.06434,0.5
1706.00051,1607.07539,0.5
1706.00051,1702.00288,0.5
1609.03126,1602.0511,0.5
1609.03126,1502.03167,0.5
1609.03126,1606.03439,0.5
1609.03126,1412.698,0.5
1609.03126,1511.0544,0.5
1609.03126,1511.0643,0.5
1609.03126,1511.06434,0.5
1609.03126,1606.03498,0.5
1609.03126,1606.0408,0.5
1609.03126,1506.03365,0.5
1609.03126,1506.02351,0.5
1402.003,1310.8499,0.5
1402.003,1312.6114,0.5
1402.003,1401.0118,0.5
1402.003,1401.4082,0.5
1408.3595,1006.4894,0.5
1312.6199,1311.2524,0.5
1312.6199,1112.6209,0.5
1312.6199,1301.3781,0.5
1312.6199,1311.2901,0.5
1312.6114,1306.1091,0.5
1312.6114,1310.8499,0.5
1312.6114,1401.0118,0.5
1312.6114,1401.4082,0.5
1401.4082,1401.1022,0.5
1312.611,1405.5488,0.5
1506.05751,1411.5928,0.5
1506.05751,1502.03167,0.5
1506.05751,1401.4082,0.5
1411.5928,1408.5093,0.5
1511.06421,1207.4404,0.5
1511.06421,1412.1897,0.5
1511.06421,1412.6572,0.5
1511.06421,1508.06576,0.5
1511.05101,1506.05751,0.5
1511.05101,1505.03906,0.5
1511.05101,1312.6114,0.5
1511.05101,1502.02761,0.5
1511.05101,1506.06714,0.5
1511.05101,1506.03478,0.5
1511.05101,1511.01844,0.5
1511.05101,1506.05869,0.5
1511.05101,1411.4555,0.5
1410.646,1211.559,0.5
1410.646,1411.5928,0.5
1410.646,1502.04623,0.5
1410.646,1412.698,0.5
1702.00288,1610.09736,0.5
1610.09736,1603.09056,0.5
1610.09736,1511.04587,0.5
1610.09736,1502.03167,0.5
1611.04488,1511.04581,0.5
1611.04488,1505.03906,0.5
1611.04488,1406.2661,0.5
1611.04488,1407.4981,0.5
1611.04488,1511.05101,0.5
1611.04488,1412.698,0.5
1611.04488,1502.02761,0.5
1611.04488,1508.00655,0.5
1611.04488,1406.2083,0.5
1611.04488,1602.0221,0.5
1611.04488,1606.03498,0.5
1611.04488,1511.01844,0.5
1612.0278,1606.00704,0.5
1612.0278,1412.6515,0.5
1612.0278,1610.03483,0.5
1612.0278,1606.00709,0.5
1612.0278,1610.09585,0.5
1612.0278,1511.06434,0.5
1612.0278,1606.03498,0.5
1612.0278,1610.0292,0.5
1511.06434,1506.05751,0.5
1511.06434,1411.5928,0.5
1511.06434,1302.4389,0.5
1511.06434,1502.04623,0.5
1511.06434,1509.0124,0.5
1511.06434,1510.02795,0.5
1511.06434,1502.03167,0.5
1511.06434,1412.698,0.5
1511.06434,1312.6114,0.5
1511.06434,1507.02672,0.5
1511.06434,1503.03585,0.5
1511.06434,1412.6806,0.5
1511.06434,1410.1165,0.5
1511.06434,1511.01844,0.5
1511.06434,1505.00853,0.5
1511.06434,1506.03365,0.5
1511.06434,1506.02351,0.5
1410.5401,1308.085,0.5
1410.5401,1409.3215,0.5
1508.06576,1505.07376,0.5
1508.06576,1505.07376,0.5
1508.06576,1412.0035,0.5
1508.06576,1412.0035,0.5
1508.06576,1311.3715,0.5
1508.06576,1409.1556,0.5
1508.06576,1409.1556,0.5
1508.06576,1409.0575,0.5
1508.06576,1409.0575,0.5
1607.01097,1511.05653,0.5
1607.01097,1412.0233,0.5
1607.01097,1512.03965,0.5
1607.01097,1509.0124,0.5
1607.01097,1506.08473,0.5
1607.01097,1412.6615,0.5
1607.01097,1510.03528,0.5
1612.05048,1606.02556,0.5
1612.05048,1603.01912,0.5
1612.05048,1611.00328,0.5
1612.05048,1605.09782,0.5
1612.05048,1602.02644,0.5
1612.05048,1606.00704,0.5
1612.05048,1505.03906,0.5
1612.05048,1511.02543,0.5
1612.05048,1606.07536,0.5
1612.05048,1511.05644,0.5
1612.05048,1610.03483,0.5
1612.05048,1610.05683,0.5
1612.05048,1605.09304,0.5
1612.05048,1606.00709,0.5
1612.05048,1610.02287,0.5
1612.05048,1610.0449,0.5
1612.05048,1511.06499,0.5
1612.05048,1610.0292,0.5
1612.05048,1609.05473,0.5
1506.08473,1211.4246,0.5
1506.08473,1408.0553,0.5
1506.08473,1402.518,0.5
1506.08473,1310.6343,0.5
1506.08473,1311.3651,0.5
1506.08473,1509.0124,0.5
1506.08473,1207.058,0.5
1506.08473,1412.2863,0.5
1506.08473,1411.6299,0.5
1506.08473,1311.3287,0.5
1506.08473,1312.3516,0.5
1510.02795,1312.5242,0.5
1510.02795,1412.5104,0.5
1411.1784,1308.4214,0.5
1411.1784,1207.058,0.5
1411.1784,1409.4842,0.5
1605.07146,1412.6071,0.5
1706.00061,1507.05371,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00061,1507.05371,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00061,1507.05371,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00061,1507.05371,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00061,1507.05371,0.5
1706.00095,1408.5093,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1706.00061,1507.05371,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00095,1408.5093,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1706.00061,1507.05371,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00095,1408.5093,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1706.00061,1507.05371,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00095,1408.5093,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1706.00061,1507.05371,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00095,1408.5093,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1706.00061,1507.05371,0.5
1706.00095,1408.5093,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1411.5928,1408.5093,0.5
1411.2539,1410.109,0.5
1411.2539,1409.0473,0.5
1411.2539,1308.085,0.5
1411.2539,1409.2329,0.5
1411.2539,1301.3781,0.5
1411.2539,1409.1556,0.5
1411.2539,1405.0312,0.5
1409.2329,1311.0701,0.5
1409.2329,1406.1078,0.5
1409.2329,1308.085,0.5
1409.2329,1402.3511,0.5
1409.2329,1405.0312,0.5
1409.2329,1309.4168,0.5
1409.2329,1301.565,0.5
1409.2329,1312.6026,0.5
1409.2329,1312.4569,0.5
1409.2329,1409.4842,0.5
1409.2329,1411.4555,0.5
1412.7755,1312.6082,0.5
1412.7755,1406.2227,0.5
1412.7755,1406.6247,0.5
1412.7755,1411.4555,0.5
1410.646,1211.559,0.5
1410.646,1411.5928,0.5
1410.646,1502.04623,0.5
1410.646,1412.698,0.5
1706.00095,1408.5093,0.5
1311.2524,1409.1556,0.5
1706.00286,1609.09106,0.5
1706.00286,1508.02096,0.5
1706.00286,1605.03209,0.5
1706.00286,1508.07909,0.5
1706.00286,1506.00619,0.5
1502.03044,1412.7755,0.5
1502.03044,1409.0473,0.5
1502.03044,1411.5654,0.5
1502.03044,1411.4389,0.5
1502.03044,1411.4952,0.5
1502.03044,1412.2306,0.5
1502.03044,1412.698,0.5
1502.03044,1411.2539,0.5
1502.03044,1412.6632,0.5
1502.03044,1402.0929,0.5
1502.03044,1409.4842,0.5
1502.03044,1411.4555,0.5
1502.03044,1409.2329,0.5
1411.4555,1409.0473,0.5
1411.4555,1308.085,0.5
1411.4555,1502.03167,0.5
1411.4555,1411.2539,0.5
1411.4555,1405.0312,0.5
1411.4555,1410.109,0.5
1411.4555,1312.6229,0.5
1411.4555,1411.5726,0.5
1411.4555,1409.2329,0.5
1409.3215,1409.0473,0.5
1409.3215,1406.1078,0.5
1409.3215,1308.085,0.5
1409.3215,1211.5063,0.5
1409.3215,1409.1257,0.5
1312.6229,1207.058,0.5
1410.5401,1308.085,0.5
1410.5401,1409.3215,0.5
1312.6082,1310.1811,0.5
1312.6082,1311.2524,0.5
1312.6082,1207.058,0.5
1312.6082,1311.2901,0.5
1406.2227,1312.6082,0.5
1311.2901,1310.1531,0.5
1311.2901,1207.058,0.5
1507.05371,1312.1277,0.5
1507.05371,1409.8428,0.5
1502.04623,1412.7755,0.5
1502.04623,1312.6082,0.5
1502.04623,1308.085,0.5
1502.04623,1410.5401,0.5
1502.04623,1412.698,0.5
1502.04623,1405.5488,0.5
1502.04623,1410.646,0.5
1502.04623,1412.7054,0.5
1502.04623,1312.611,0.5
1308.4214,1207.058,0.5
1706.00078,1705.0673,0.5
1706.00078,1509.09236,0.5
1410.109,1310.1531,0.5
1410.109,1406.5679,0.5
1410.109,1301.3781,0.5
1706.00061,1507.05371,0.5
1506.00619,1308.4214,0.5
1506.00619,1502.04623,0.5
1412.7054,1502.03044,0.5
1409.0473,1308.085,0.5
1409.0473,1212.5701,0.5
1312.611,1405.5488,0.5
1310.1811,1207.058,0.5
1310.1811,1207.1406,0.5
1706.0029,1511.06066,0.5
1404.7195,1206.6464,0.5
1605.02615,1512.0773,0.5
1605.02615,1506.07868,0.5
1605.02615,1506.07868,0.5
1605.02615,1603.07316,0.5
1409.8565,1407.7194,0.5
1409.8565,1311.6186,0.5
1409.8565,1406.6625,0.5
1409.8565,1309.5914,0.5
1409.8565,1011.3027,0.5
1409.8565,1408.5369,0.5
1409.8565,801.2748,0.5
1409.8565,1402.1918,0.5
1005.2197,903.1476,0.5
1005.2197,903.3131,0.5
1501.06864,1402.2637,0.5
1501.06864,1312.0525,0.5
1506.03382,1409.8565,0.5
1506.03382,1311.5024,0.5
1506.03382,1312.0525,0.5
1506.03382,1402.055,0.5
1506.03382,1402.735,0.5
1506.03382,1408.5369,0.5
1511.06149,1501.06864,0.5
1511.06149,1506.02751,0.5
1511.06149,1312.0525,0.5
1511.06149,1402.2637,0.5
1511.06149,1511.06146,0.5
1511.06149,1501.0612,0.5
1511.06149,1505.03399,0.5
1605.07051,1509.03917,0.5
1605.07051,1509.03025,0.5
1605.07051,1102.3923,0.5
1605.07051,1010.0789,0.5
1605.07051,1603.0661,0.5
903.3131,901.315,0.5
1501.0612,1402.2637,0.5
1501.0612,1309.1952,0.5
1501.0612,1310.7991,0.5
1501.0612,1401.0579,0.5
1505.03399,1402.2637,0.5
1505.03399,1501.06864,0.5
1505.03399,1501.0612,0.5
1611.0823,1404.7195,0.5
911.4046,810.3286,0.5
911.4046,1011.309,0.5
911.4046,1010.0789,0.5
1603.07316,1507.01308,0.5
1603.07316,1312.0525,0.5
1603.07316,1501.0612,0.5
1603.07316,1512.0773,0.5
1603.07316,1402.2637,0.5
1603.07316,1505.03399,0.5
1603.07316,1507.00903,0.5
1509.03025,1408.2156,0.5
1509.03025,1408.6185,0.5
1509.03025,1506.02428,0.5
1509.03025,1507.03707,0.5
1509.03025,1407.1065,0.5
1509.03025,1505.05114,0.5
1509.03025,1411.1134,0.5
1509.03025,1506.06438,0.5
1509.03025,1405.1595,0.5
1509.03025,912.51,0.5
1509.03025,1411.8003,0.5
1509.03025,1507.03566,0.5
1509.03025,1306.496,0.5
1509.03025,1408.5352,0.5
1509.03025,1412.8729,0.5
1509.03025,1506.07868,0.5
1509.03025,1506.07405,0.5
1509.03025,1506.06081,0.5
1511.01562,1509.03025,0.5
1511.01562,1212.0467,0.5
1511.01562,1507.07184,0.5
1511.01562,1211.155,0.5
1511.01562,1306.2672,0.5
1511.01562,1011.6326,0.5
1511.01562,1507.03566,0.5
1511.01562,1603.0661,0.5
